win shares,mins played (per game),player,games,year,rank,points(per game),ws/48,box +/-,value overall replacement player,team,college,years,mins played (total),points (total),class,player_id,college_id,word,name,big_conf_flag,assists,blocks,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,games_played,height,minutes_played,points,steals,three_point_percentage,three_pointers,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_shares_per_40_minutes,assists_per_40,blocks_per_40,points_per_40,steals_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40
45.4,30.1,Nikola Vučević,573,2011,16,15.9,0.126,1.9,17.0,PHI,usc,9,17274,9101,Player,nikola-vucevic-1,southern california,usc,Nikola Vucevic,1,97,95,0.535,0.509,0.355,0.746,87,82,2409.0,962,45,0.303,37.0,694,0.571,13.3,129.0,0.199,1.6106268161062682,1.5774180157741802,15.97343295973433,0.74719800747198,0.614362806143628,11.523453715234538,2.1419676214196763
70.9,31.0,Kawhi Leonard,503,2011,15,18.4,0.21899999999999997,6.2,32.2,IND,san diego state,9,15572,9237,Player,kawhi-leonard-1,san diego state,san,Kawhi Leonard,0,156,45,0.473,0.449,0.312,0.744,70,79,2236.0,990,98,0.25,41.0,716,0.513,13.7,153.0,0.211,2.7906976744186047,0.8050089445438282,17.71019677996422,1.7531305903398928,0.7334525939177101,12.808586762075134,2.737030411449016
3.0,22.3,Norris Cole,360,2011,28,7.0,0.018000000000000002,-4.0,-4.0,CHI,cleveland state university,6,8018,2506,Player,norris-cole-1,cleveland state,cleveland,Norris Cole,0,455,11,0.48,0.435,0.377,0.826,140,74,4114.0,1978,207,0.321,139.0,443,0.539,13.4,283.0,0.165,4.423918327661643,0.10695187165775401,19.231891103548858,2.012639766650462,1.3514827418570734,4.307243558580457,2.751579970831308
0.2,8.3,JaJuan Johnson,36,2011,27,3.2,0.032,-6.3,-0.3,NJN,purdue,1,298,114,Bust,jajuan-johnson-1,purdue,purdue,JaJuan Johnson,1,95,263,0.506,0.501,0.47,0.743,140,82,3856.0,1919,93,0.25,15.0,853,0.556,9.8,188.0,0.226,0.9854771784232365,2.7282157676348544,19.906639004149376,0.9647302904564315,0.15560165975103735,8.848547717842322,1.950207468879668
3.0,13.9,Jordan Hamilton,151,2011,26,5.9,0.069,-1.5,0.3,DAL,texas,5,2100,890,Player,jordan-hamilton-2,texas,lehigh,Jordan Hamilton,1,126,35,0.516,0.43,0.218,0.71,70,79,1835.0,1012,58,0.377,148.0,402,0.538,11.7,124.0,0.205,2.7465940054495914,0.7629427792915532,22.059945504087196,1.2643051771117166,3.2261580381471386,8.762942779291553,2.7029972752043596
28.6,25.2,Reggie Jackson,537,2011,24,12.9,0.10099999999999999,-0.1,6.6,OKC,boston college,9,13537,6928,Player,reggie-jackson-1,boston college,boston,Reggie Jackson,1,350,46,0.527,0.465,0.302,0.753,99,75,2775.0,1254,83,0.351,121.0,433,0.56,15.3,203.0,0.156,5.045045045045045,0.6630630630630631,18.075675675675676,1.1963963963963964,1.744144144144144,6.241441441441441,2.9261261261261264
3.3,17.3,MarShon Brooks,200,2011,25,8.0,0.046,-2.5,-0.4,BOS,providence,5,3456,1592,Player,marshon-brooks-1,providence,providence,Marshon Brooks,1,175,81,0.526,0.464,0.318,0.739,113,77,2855.0,1629,129,0.333,158.0,486,0.559,12.4,207.0,0.154,2.4518388791593697,1.1348511383537654,22.823117338003502,1.807355516637478,2.213660245183888,6.809106830122592,2.9001751313485116
-0.8,9.9,Nolan Smith,84,2011,21,3.3,-0.047,-6.5,-0.9,POR,duke,2,829,277,Bust,nolan-smith-1,duke,duke,Nolan Smith,1,406,19,0.503,0.448,0.345,0.8,143,74,3842.0,1911,142,0.368,166.0,398,0.551,14.4,292.0,0.19,4.2269651223321185,0.1978136387298282,19.89588755856325,1.478396668401874,1.728266527850078,4.143675169182718,3.0400832899531496
44.0,30.7,Tobias Harris,595,2011,19,15.8,0.115,0.2,10.0,CHA,tennessee,9,18281,9388,Player,tobias-harris-1,tennessee,tennessee,Tobias Harris,1,44,29,0.489,0.46,0.423,0.753,34,80,993.0,521,24,0.303,23.0,247,0.54,11.4,62.0,0.177,1.772406847935549,1.1681772406847937,20.986908358509567,0.9667673716012084,0.9264853977844913,9.949647532729104,2.497482376636455
2.3,17.6,Chris Singleton,148,2011,18,4.1,0.042,-2.3,-0.2,WAS,florida state,3,2605,612,Player,chris-singleton-1,florida state,florida,Chris Singleton,1,140,136,0.484,0.419,0.419,0.592,95,81,2761.0,975,180,0.33,104.0,586,0.507,19.1,227.0,0.145,2.028250633828323,1.9703006157189424,14.125316914161537,2.6077508149221296,1.5067004708438971,8.489677653024266,3.288663527707352
12.9,25.0,Iman Shumpert,459,2011,17,7.2,0.054000000000000006,-0.6,4.1,NYK,georgia tech,9,11459,3318,Player,iman-shumpert-1,georgia tech,georgia,Iman Shumpert,1,382,17,0.453,0.396,0.39,0.738,92,77,2877.0,1166,207,0.305,111.0,412,0.503,19.5,280.0,0.135,5.311087938825166,0.23635731664928744,16.211331247827598,2.877997914494265,1.5432742440041711,5.7281890858533195,3.8929440389294405
38.8,24.5,Kenneth Faried,478,2011,22,11.4,0.159,1.1,9.3,DEN,morehead state university,8,11728,5430,Player,kenneth-faried-1,morehead state,morehead,Kenneth Faried,0,117,241,0.57,0.569,0.549,0.583,136,80,3964.0,2009,228,0.25,3.0,1673,0.579,14.9,304.0,0.245,1.1806256306760847,2.4318869828456107,20.27245206861756,2.3007063572149344,0.030272452068617554,16.88193743693239,3.067608476286579
20.3,24.2,Will Barton,484,2012,40,11.0,0.083,-0.3,4.9,POR,memphis,8,11731,5307,Player,will-barton-1,memphis,memphis,Will Barton,0,201,42,0.517,0.471,0.311,0.733,70,78,2306.0,1062,104,0.299,76.0,452,0.549,14.5,164.0,0.176,3.486556808326106,0.7285342584562011,18.42150910667823,1.8039895923677363,1.3183000867302688,7.840416305290546,2.844752818733738
14.8,16.5,Mike Scott,485,2012,43,7.0,0.08900000000000001,-2.5,-0.9,ATL,virginia,8,7989,3387,Player,mike-scott-4,virginia,eastern,Mike Scott,1,124,51,0.529,0.521,0.405,0.775,130,80,3457.0,1538,85,0.364,16.0,944,0.575,13.6,211.0,0.18,1.4347700318194967,0.5901070292160833,17.795776684986983,0.9835117153601389,0.1851316170089673,10.922765403529072,2.4414231993057562
0.1,12.7,Doron Lamb,100,2012,42,3.5,0.005,-5.9,-1.2,MIL,kentucky,2,1272,345,Bust,doron-lamb-1,kentucky,kentucky,Doron Lamb,1,122,8,0.589,0.485,0.359,0.811,78,76,2327.0,1018,41,0.475,144.0,183,0.627,10.4,94.0,0.187,2.0971207563386334,0.13751611516974646,17.498925655350238,0.7047700902449505,2.475290073055436,3.14568113450795,1.6158143532445206
-0.9,8.0,Tyshawn Taylor,61,2012,41,2.9,-0.08800000000000001,-8.8,-0.8,POR,kansas,2,491,174,Bust,tyshawn-taylor-1,kansas,kansas,Tyshawn Taylor,1,575,31,0.529,0.477,0.438,0.708,146,75,4039.0,1580,172,0.37,120.0,324,0.566,21.3,379.0,0.15,5.69447883139391,0.307006684822976,15.647437484525872,1.7033919286952215,1.1884129735082942,3.208715028472394,3.7534043079970294
36.5,31.5,Khris Middleton,496,2012,39,16.0,0.11199999999999999,0.5,9.8,DET,texas a&m,8,15617,7959,Player,khris-middleton-1,texas am,texas,Khris Middleton,1,175,17,0.489,0.431,0.345,0.768,87,79,2263.0,981,87,0.321,92.0,396,0.534,15.9,173.0,0.156,3.093239063190455,0.30048608042421565,17.33981440565621,1.5377817057003975,1.6261599646486966,6.9995581087052585,3.057887759611136
8.7,16.0,Quincy Acy,337,2012,37,4.9,0.078,-1.8,0.2,TOR,baylor,7,5392,1642,Player,quincy-acy-1,baylor,baylor,Quincy Acy,1,86,177,0.604,0.602,0.594,0.708,139,79,3488.0,1360,102,0.429,3.0,828,0.635,16.7,214.0,0.187,0.9862385321100918,2.029816513761468,15.596330275229358,1.1697247706422018,0.034403669724770644,9.495412844036696,2.4541284403669725
1.4,10.8,Orlando Johnson,103,2012,36,3.2,0.059000000000000004,-3.8,-0.5,SAC,uc santa barbara,3,1112,329,Player,orlando-johnson-1,california santa barbara,california,Orlando Johnson,0,319,68,0.526,0.457,0.438,0.72,124,77,3878.0,2208,112,0.391,222.0,691,0.566,14.2,324.0,0.163,3.290355853532749,0.7013924703455389,22.774626095925736,1.1552346570397112,2.2898401237751416,7.127385250128933,3.34192882929345
44.2,28.2,Draymond Green,569,2012,35,9.0,0.132,3.4,21.9,GSW,michigan state,8,16031,5128,Player,draymond-green-1,michigan state,michigan,Draymond Green,1,425,116,0.506,0.467,0.426,0.687,145,79,3619.0,1517,180,0.361,91.0,1096,0.543,16.5,277.0,0.212,4.697430229345123,1.2821221331859631,16.767062724509533,1.9894998618402873,1.0058027079303675,12.113843603205305,3.061619231831998
30.2,24.6,Jae Crowder,587,2012,34,9.5,0.1,0.6,9.4,CLE,marquette,8,14450,5580,Player,jae-crowder-1,marquette,marquette,Jae Crowder,1,131,67,0.56,0.492,0.377,0.683,72,78,2174.0,1049,136,0.35,103.0,545,0.584,7.6,74.0,0.233,2.4103035878564856,1.2327506899724012,19.300827966881325,2.50229990800368,1.8951241950321986,10.027598896044159,1.3615455381784727
0.2,9.9,Kim English,41,2012,44,2.9,0.021,-4.2,-0.2,DET,missouri,1,407,119,Bust,kim-english-1,missouri,missouri,Kim English,1,204,28,0.517,0.42,0.337,0.727,141,78,3409.0,1570,151,0.394,239.0,430,0.551,14.2,236.0,0.138,2.3936638310354943,0.32854209445585214,18.42182458198885,1.7717805808154885,2.8043414491053094,5.045467879143444,2.7691405104136106
-0.1,13.5,Quincy Miller,69,2012,38,4.3,-0.003,-4.0,-0.5,DEN,baylor,3,934,295,Player,quincy-miller-1,baylor,baylor,Quincy Miller,1,53,24,0.485,0.447,0.369,0.816,37,81,903.0,393,25,0.348,24.0,182,0.541,15.4,66.0,0.153,2.3477297895902547,1.06312292358804,17.408637873754152,1.1074197120708749,1.06312292358804,8.062015503875969,2.92358803986711
3.7,17.4,Justin Hamilton,113,2012,45,6.1,0.091,-0.3,0.8,PHI,lsu,3,1961,687,Player,justin-hamilton-2,louisiana state,florida,Justin Hamilton,1,45,93,0.538,0.535,0.443,0.741,96,84,2091.0,758,36,0.25,3.0,499,0.58,13.4,101.0,0.157,0.860832137733142,1.7790530846484938,14.500239120038259,0.6886657101865136,0.05738880918220947,9.54567192730751,1.9320899091343855
-0.3,3.1,Kevin Murphy,17,2012,47,0.9,-0.272,-17.6,-0.2,UTA,tennessee technological university,1,52,15,Bust,kevin-murphy-1,tennessee tech,tennessee,Kevin Murphy,0,249,24,0.503,0.443,0.356,0.734,128,79,3718.0,2019,102,0.372,191.0,534,0.542,17.0,381.0,0.11,2.678859601936525,0.258203335126412,21.721355567509413,1.0973641742872513,2.0548682087143626,5.745024206562668,4.098977945131791
17.4,14.3,Kyle O'Quinn,464,2012,49,5.5,0.126,1.9,6.4,ORL,norfolk state,8,6618,2536,Player,kyle-oquinn-1,norfolk state,norfolk,Kyle O'Quinn,0,122,283,0.577,0.553,0.44,0.685,129,82,3542.0,1607,69,0.261,54.0,1092,0.602,16.4,262.0,0.178,1.3777526821005082,3.1959345002823265,18.147939017504235,0.7792207792207793,0.6098249576510446,12.33201581027668,2.9587803500846976
-0.1,5.4,Kris Joseph,10,2012,51,0.9,-0.127,-10.5,-0.1,BOS,syracuse,1,54,9,Bust,kris-joseph-1,syracuse,syracuse,Kris Joseph,1,208,67,0.5,0.449,0.497,0.702,140,79,3725.0,1476,179,0.331,112.0,627,0.546,13.8,217.0,0.159,2.2335570469798656,0.7194630872483221,15.8496644295302,1.9221476510067115,1.2026845637583892,6.732885906040268,2.3302013422818795
-0.3,3.0,Darius Johnson-Odom,7,2012,55,0.0,-0.597,-23.2,-0.1,DAL,marquette,2,21,0,Bust,darius-johnson-odom-1,marquette,marquette,Darius Johnson-Odom,1,262,17,0.532,0.444,0.344,0.722,105,74,3238.0,1649,93,0.403,221.0,321,0.564,13.2,223.0,0.147,3.2365657813465103,0.21000617665225446,20.370599135268684,1.1488573193329215,2.730080296479308,3.9654107473749227,2.7547869054972205
1.9,14.3,Robbie Hummel,98,2012,58,3.9,0.066,-2.9,-0.3,MIN,purdue,2,1397,379,Bust,robbie-hummel-1,purdue,purdue,Robbie Hummel,1,268,112,0.525,0.443,0.353,0.841,127,80,3830.0,1772,131,0.389,216.0,862,0.577,8.2,138.0,0.232,2.7989556135770233,1.1697127937336813,18.5065274151436,1.3681462140992169,2.255874673629243,9.002610966057441,1.4412532637075717
0.0,0.0,Marcus Denmon,0,2012,59,0.0,0.0,0.0,0.0,SAS,missouri,0,0,0,Bust,marcus-denmon-1,missouri,missouri,Marcus Denmon,1,237,14,0.563,0.455,0.285,0.799,141,75,3598.0,1775,178,0.401,283.0,479,0.596,8.6,140.0,0.198,2.6347971095052807,0.1556420233463035,19.73318510283491,1.97887715397443,3.1461923290717064,5.325180655919955,1.556420233463035
5.9,20.4,Darius Miller,253,2012,46,6.0,0.055,-1.7,0.4,NOH,kentucky,5,5161,1524,Player,darius-miller-1,kentucky,kentucky,Darius Miller,1,278,100,0.537,0.448,0.229,0.815,152,80,3789.0,1248,114,0.379,175.0,489,0.568,16.3,214.0,0.147,2.9348112958564263,1.0556875164951174,13.174980205859066,1.203483768804434,1.8474531538664554,5.162311955661124,2.2591712852995514
1.3,19.4,Jeffery Taylor,132,2012,31,6.1,0.024,-3.9,-1.2,CHA,vanderbilt,3,2566,807,Player,jeffery-taylor-1,vanderbilt,vanderbilt,Jeffery Taylor,1,252,60,0.524,0.483,0.473,0.693,134,79,3923.0,1897,146,0.358,115.0,752,0.562,15.5,309.0,0.167,2.5694621463165945,0.611776701503951,19.342340045883255,1.488656640326281,1.1725720112159062,7.667601325516187,3.150650012745348
2.4,14.5,Robert Sacre,189,2012,60,4.2,0.042,-3.1,-0.8,LAL,gonzaga,4,2745,787,Player,robert-sacre-1,gonzaga,gonzaga,Robert Sacre,0,91,186,0.504,0.504,0.756,0.735,136,84,2946.0,1270,70,0.25,1.0,679,0.575,16.6,220.0,0.176,1.2355736591989137,2.525458248472505,17.243720298710116,0.9504412763068568,0.013577732518669382,9.21928038017651,2.987101154107264
-0.9,10.0,Marquis Teague,91,2012,29,2.4,-0.045,-8.0,-1.4,CHI,kentucky,3,909,217,Player,marquis-teague-1,kentucky,kentucky,Marquis Teague,1,191,11,0.449,0.412,0.338,0.714,40,74,1303.0,401,37,0.325,26.0,101,0.491,21.1,109.0,0.108,5.863392171910975,0.3376822716807368,12.310053722179585,1.1358403683806602,0.7981580966999233,3.1005372217958556,3.3461243284727553
79.5,34.6,Anthony Davis,506,2012,1,24.0,0.218,5.0,30.8,NOH,kentucky,8,17496,12128,Player,anthony-davis-5,kentucky,austin,Anthony Davis,1,50,186,0.628,0.623,0.602,0.709,40,82,1281.0,567,54,0.15,3.0,415,0.654,8.6,41.0,0.31,1.56128024980484,5.807962529274004,17.704918032786885,1.686182669789227,0.09367681498829039,12.958626073380174,1.2802498048399689
21.1,25.1,Michael Kidd-Gilchrist,433,2012,2,8.6,0.09300000000000001,-1.2,2.2,CHA,kentucky,8,10857,3738,Player,michael-kidd-gilchrist-1,kentucky,kentucky,Michael Kidd-Gilchrist,1,75,37,0.511,0.491,0.589,0.745,40,79,1245.0,476,39,0.255,13.0,297,0.57,17.3,87.0,0.192,2.4096385542168672,1.1887550200803212,15.293172690763052,1.2530120481927711,0.4176706827309237,9.542168674698795,2.7951807228915664
39.9,34.5,Bradley Beal,528,2012,3,20.5,0.105,1.0,13.9,WAS,florida,8,18198,10832,Player,bradley-beal-1,florida,florida,Bradley Beal,1,83,31,0.525,0.445,0.44,0.769,37,75,1267.0,546,51,0.339,63.0,249,0.575,14.3,79.0,0.18,2.6203630623520127,0.9786898184688241,17.23756906077348,1.610102604577743,1.9889502762430937,7.861089187056038,2.494080505130229
8.7,28.3,Dion Waiters,412,2012,4,13.2,0.036000000000000004,-2.5,-1.6,CLE,syracuse,8,11670,5422,Player,dion-waiters-1,syracuse,syracuse,Dion Waiters,1,142,16,0.516,0.453,0.303,0.753,71,76,1445.0,690,105,0.348,69.0,138,0.551,11.1,78.0,0.198,3.9307958477508653,0.4429065743944637,19.100346020761243,2.906574394463668,1.9100346020761247,3.8200692041522495,2.1591695501730106
4.6,13.4,Thomas Robinson,313,2012,5,4.9,0.053,-3.2,-1.3,SAC,kansas,5,4204,1528,Player,thomas-robinson-2,kansas,kansas,Thomas Robinson,1,101,74,0.529,0.525,0.502,0.606,105,81,1960.0,1026,63,0.5,7.0,763,0.55,15.6,173.0,0.217,2.061224489795918,1.5102040816326532,20.93877551020408,1.2857142857142856,0.14285714285714285,15.571428571428571,3.5306122448979593
78.6,36.3,Damian Lillard,596,2012,6,24.0,0.174,4.2,33.8,POR,weber state,8,21653,14290,Player,damian-lillard-1,weber state,weber,Damian Lillard,0,362,19,0.54,0.446,0.458,0.867,104,74,3363.0,1934,129,0.39,246.0,444,0.606,13.4,246.0,0.209,4.305679452869462,0.22598870056497175,23.003270889087126,1.534344335414808,2.925958965209634,5.280999107939341,2.925958965209634
32.6,31.1,Harrison Barnes,588,2012,7,13.6,0.086,-1.4,2.7,GSW,unc,8,18268,8026,Player,harrison-barnes-1,north carolina,unc,Harrison Barnes,1,96,29,0.487,0.43,0.313,0.734,75,80,2198.0,1226,68,0.349,116.0,414,0.524,11.1,146.0,0.17,1.7470427661510466,0.5277525022747952,22.311191992720655,1.2374886260236577,2.111010009099181,7.534121929026387,2.656960873521383
20.9,24.4,Terrence Ross,538,2012,8,10.7,0.077,-0.9,3.6,TOR,washington,8,13140,5778,Player,terrence-ross-1,washington,washington,Terrence Ross,1,82,45,0.536,0.453,0.181,0.764,69,78,1681.0,847,63,0.364,116.0,321,0.557,11.0,94.0,0.176,1.951219512195122,1.0707911957168352,20.154669839381324,1.4991076740035694,2.7602617489589534,7.638310529446758,2.2367638310529445
60.0,31.1,Andre Drummond,588,2012,9,14.4,0.158,1.9,17.8,DET,uconn,8,18261,8454,Player,andre-drummond-1,connecticut,uconn,Andre Drummond,1,15,92,0.538,0.538,0.301,0.295,34,82,967.0,340,28,0.0,0.0,257,0.509,13.5,52.0,0.121,0.6204756980351602,3.8055842812823166,14.0641158221303,1.1582213029989659,0.0,10.63081695966908,2.1509824198552225
10.7,24.6,Austin Rivers,528,2012,10,9.2,0.04,-2.8,-2.5,NOH,duke,8,12963,4836,Player,austin-rivers-1,duke,duke,Austin Rivers,1,71,1,0.505,0.433,0.458,0.658,34,76,1129.0,527,33,0.365,58.0,115,0.538,13.9,79.0,0.124,2.5155004428697962,0.0354295837023915,18.67139061116032,1.1691762621789195,2.0549158547387067,4.0744021257750225,2.7989371124889284
15.6,16.0,Meyers Leonard,440,2012,11,5.6,0.107,-1.3,1.2,POR,illinois,8,7038,2462,Player,meyers-leonard-1,illinois,illinois,Meyers Leonard,1,48,73,0.569,0.567,0.413,0.729,65,85,1290.0,502,20,0.083,1.0,303,0.601,18.4,94.0,0.149,1.4883720930232558,2.2635658914728682,15.565891472868216,0.6201550387596899,0.031007751937984496,9.395348837209301,2.9147286821705425
23.1,21.1,Jeremy Lamb,472,2012,12,10.5,0.111,-0.4,4.0,HOU,uconn,8,9974,4937,Player,jeremy-lamb-1,connecticut,uconn,Jeremy Lamb,1,124,46,0.553,0.482,0.217,0.806,75,77,2406.0,1060,77,0.348,117.0,349,0.58,11.6,120.0,0.164,2.061512884455528,0.7647547797173733,17.622610141313384,1.2801330008312553,1.9451371571072318,5.802161263507896,1.9950124688279303
1.0,19.3,Kendall Marshall,160,2012,13,5.0,0.015,-5.6,-2.8,PHO,unc,4,3083,802,Player,kendall-marshall-1,north carolina,unc,Kendall Marshall,1,581,9,0.505,0.446,0.401,0.693,73,76,2101.0,523,83,0.366,48.0,171,0.541,28.5,193.0,0.132,11.061399333650643,0.17134697762970014,9.957163255592574,1.5801999048072346,0.9138505473584008,3.255592574964303,3.6744407425035694
20.1,19.7,John Henson,431,2012,14,7.6,0.113,0.6,5.6,MIL,unc,8,8500,3286,Player,john-henson-1,north carolina,unc,John Henson,1,108,277,0.5,0.497,0.365,0.484,109,83,2594.0,1124,69,0.208,5.0,886,0.501,12.9,166.0,0.166,1.6653816499614496,4.271395528141866,17.33230531996916,1.063993831919815,0.07710100231303008,13.662297609868927,2.5597532767925983
5.9,14.1,Festus Ezeli,170,2012,30,4.2,0.11900000000000001,-1.1,0.6,GSW,vanderbilt,3,2394,712,Player,festus-ezeli-1,vanderbilt,vanderbilt,Festus Ezeli,1,18,205,0.562,0.562,0.799,0.584,121,83,2168.0,934,41,0.3291618569636134,0.0,543,0.577,19.4,195.0,0.157,0.33210332103321033,3.782287822878229,17.232472324723247,0.7564575645756457,0.0,10.018450184501846,3.597785977859779
0.0,3.0,Royce White,3,2012,16,0.0,-0.121,-10.4,0.0,HOU,iowa state,1,9,0,Bust,royce-white-1,iowa state,iowa,Royce White,1,170,32,0.54,0.534,0.625,0.498,34,80,1072.0,456,40,0.333,4.0,316,0.536,23.4,130.0,0.152,6.343283582089553,1.1940298507462686,17.01492537313433,1.4925373134328357,0.14925373134328357,11.791044776119403,4.850746268656716
1.7,11.7,Perry Jones,143,2012,28,3.4,0.048,-4.6,-1.1,OKC,baylor,3,1675,488,Player,perry-jones-1,baylor,baylor,Perry Jones,1,78,47,0.531,0.522,0.363,0.678,63,83,2030.0,862,44,0.279,12.0,467,0.558,13.9,125.0,0.162,1.5369458128078817,0.9261083743842364,16.985221674876847,0.8669950738916256,0.23645320197044337,9.201970443349754,2.4630541871921183
1.7,12.4,Arnett Moultrie,59,2012,27,3.6,0.113,-3.0,-0.2,MIA,mississippi state,2,729,210,Bust,arnett-moultrie-1,mississippi state,mississippi,Arnett Moultrie,1,100,85,0.527,0.511,0.397,0.676,100,83,3020.0,1142,101,0.289,28.0,836,0.557,16.7,206.0,0.158,1.3245033112582782,1.1258278145695364,15.125827814569536,1.337748344370861,0.3708609271523179,11.072847682119205,2.7284768211920527
10.6,16.4,Miles Plumlee,346,2012,26,4.9,0.09,-1.6,0.5,IND,duke,7,5658,1697,Player,miles-plumlee-1,duke,duke,Miles Plumlee,1,45,87,0.559,0.557,0.426,0.625,135,82,2133.0,650,62,1.0,1.0,650,0.575,19.6,138.0,0.17,0.8438818565400843,1.631504922644163,12.189404594467884,1.1626816690107828,0.01875293014533521,12.189404594467884,2.587904360056259
21.2,23.1,Maurice Harkless,522,2012,15,7.2,0.085,0.3,7.1,PHI,st. john's,8,12036,3746,Player,maurice-harkless-1,st johns ny,st,Maurice Harkless,1,47,45,0.472,0.452,0.326,0.676,32,80,1155.0,497,51,0.215,17.0,276,0.504,14.0,80.0,0.109,1.6277056277056277,1.5584415584415585,17.21212121212121,1.7662337662337664,0.5887445887445888,9.558441558441558,2.7705627705627704
0.2,7.2,Jared Cunningham,84,2012,24,2.3,0.017,-5.9,-0.6,CLE,oregon state,4,605,197,Player,jared-cunningham-2,oregon state,cleveland,Jared Cunningham,1,193,24,0.505,0.455,0.678,0.754,98,76,2733.0,1271,219,0.344,84.0,294,0.576,18.5,251.0,0.142,2.8247347237467983,0.3512623490669594,18.602268569337724,3.2052689352360044,1.2294182217343579,4.302963776070253,3.67361873399195
3.0,12.8,John Jenkins,171,2012,23,5.0,0.065,-3.8,-1.0,ATL,vanderbilt,6,2183,855,Player,john-jenkins-1,vanderbilt,vanderbilt,John Jenkins,1,111,27,0.607,0.468,0.339,0.856,98,76,2998.0,1658,67,0.438,306.0,265,0.648,9.2,130.0,0.206,1.4809873248832557,0.3602401601067378,22.121414276184122,0.8939292861907938,4.082721814543029,3.535690460306871,1.734489659773182
-1.3,21.2,Tony Wroten,145,2012,25,11.1,-0.021,-4.1,-1.6,MEM,washington,4,3076,1604,Player,tony-wroten-1,washington,washington,Tony Wroten,1,130,13,0.453,0.443,0.591,0.583,35,77,1062.0,559,66,0.161,9.0,176,0.488,18.7,132.0,0.12,4.8964218455743875,0.4896421845574388,21.05461393596987,2.4858757062146895,0.3389830508474576,6.629001883239171,4.971751412429379
15.3,24.3,Jared Sullinger,269,2012,21,10.8,0.113,0.5,4.1,BOS,ohio state,5,6532,2893,Player,jared-sullinger-1,ohio state,ohio,Jared Sullinger,1,89,59,0.541,0.53,0.583,0.733,74,81,2295.0,1282,80,0.365,19.0,717,0.591,10.7,130.0,0.282,1.5511982570806102,1.028322440087146,22.344226579520697,1.3943355119825709,0.3311546840958606,12.49673202614379,2.2657952069716774
3.8,14.3,Andrew Nicholson,285,2012,19,6.0,0.045,-5.3,-3.4,ORL,st. bonaventure,5,4080,1700,Player,andrew-nicholson-1,st bonaventure,st,Andrew Nicholson,0,87,244,0.585,0.575,0.45,0.72,123,81,3672.0,2103,61,0.377,29.0,887,0.616,14.8,296.0,0.202,0.9477124183006536,2.657952069716776,22.908496732026144,0.664488017429194,0.3159041394335512,9.662309368191721,3.224400871459695
14.7,23.8,Terrence Jones,234,2012,18,10.4,0.127,0.1,3.0,HOU,kentucky,6,5562,2431,Player,terrence-jones-1,kentucky,kentucky,Terrence Jones,1,111,140,0.493,0.467,0.489,0.638,76,81,2311.0,1064,92,0.328,42.0,608,0.526,11.9,137.0,0.204,1.921246213760277,2.4231934227607095,18.416270012981393,1.592384249242752,0.7269580268282129,10.523582864560797,2.3712678494158372
